path,module,source_set,classification,inferred_production_reachability,inferred_main_callers_or_consumers,inventory_status,historical_change_or_finding_reference,suggested_disposition
remediation-runs/2026-09-08-continuation/actions/34420745957/desktop-verification-desktop-linux-arm64/parlor/parlor/game-modes/whodunit/build/reports/tests/desktopTest/classes/com.parlor.games.whodunit.ui.screens.setup.WhodunitModeChoiceTest.html,repository,repository,repository-tooling-or-config,BUILD-TIME OR REPOSITORY-ONLY: not loaded by the app at runtime,"contributors, CI, release operators, or repository tooling",MECHANICALLY INVENTORIED; INDEPENDENT REVIEW NOT ATTESTED,Latest tracked change a4f50023a25ac3ae6c48dbed00ac3a262ab4d439 (fix(ci): isolate Windows checkout and bounded Settings diagnostics); independent review not attested,"RETAIN in the current production, build, test, or release contract"
remediation-runs/2026-09-08-continuation/actions/34420745957/desktop-verification-desktop-linux-arm64/parlor/parlor/game-modes/whodunit/build/reports/tests/desktopTest/css/base-style.css,repository,repository,repository-tooling-or-config,BUILD-TIME OR REPOSITORY-ONLY: not loaded by the app at runtime,"contributors, CI, release operators, or repository tooling",MECHANICALLY INVENTORIED; INDEPENDENT REVIEW NOT ATTESTED,Latest tracked change a4f50023a25ac3ae6c48dbed00ac3a262ab4d439 (fix(ci): isolate Windows checkout and bounded Settings diagnostics); independent review not attested,"RETAIN in the current production, build, test, or release contract"
remediation-runs/2026-09-08-continuation/actions/34420745957/desktop-verification-desktop-linux-arm64/parlor/parlor/game-modes/whodunit/build/reports/tests/desktopTest/css/style.css,repository,repository,repository-tooling-or-config,BUILD-TIME OR REPOSITORY-ONLY: not loaded by the app at runtime,"contributors, CI, release operators, or repository tooling",MECHANICALLY INVENTORIED; INDEPENDENT REVIEW NOT ATTESTED,Latest tracked change a4f50023a25ac3ae6c48dbed00ac3a262ab4d439 (fix(ci): isolate Windows checkout and bounded Settings diagnostics); independent review not attested,"RETAIN in the current production, build, test, or release contract"
remediation-runs/2026-09-08-continuation/actions/34420745957/desktop-verification-desktop-linux-arm64/parlor/parlor/game-modes/whodunit/build/reports/tests/desktopTest/index.html,repository,repository,repository-tooling-or-config,BUILD-TIME OR REPOSITORY-ONLY: not loaded by the app at runtime,"contributors, CI, release operators, or repository tooling",MECHANICALLY INVENTORIED; INDEPENDENT REVIEW NOT ATTESTED,Latest tracked change a4f50023a25ac3ae6c48dbed00ac3a262ab4d439 (fix(ci): isolate Windows checkout and bounded Settings diagnostics); independent review not attested,"RETAIN in the current production, build, test, or release contract"
remediation-runs/2026-09-08-continuation/actions/34420745957/desktop-verification-desktop-linux-arm64/parlor/parlor/game-modes/whodunit/build/reports/tests/desktopTest/js/report.js,repository,repository,repository-tooling-or-config,BUILD-TIME OR REPOSITORY-ONLY: not loaded by the app at runtime,"contributors, CI, release operators, or repository tooling",MECHANICALLY INVENTORIED; INDEPENDENT REVIEW NOT ATTESTED,Latest tracked change a4f50023a25ac3ae6c48dbed00ac3a262ab4d439 (fix(ci): isolate Windows checkout and bounded Settings diagnostics); independent review not attested,"RETAIN in the current production, build, test, or release contract"
remediation-runs/2026-09-08-continuation/actions/34420745957/desktop-verification-desktop-linux-arm64/parlor/parlor/game-modes/whodunit/build/reports/tests/desktopTest/packages/com.parlor.games.whodunit.action.html,repository,repository,repository-tooling-or-config,BUILD-TIME OR REPOSITORY-ONLY: not loaded by the app at runtime,"contributors, CI, release operators, or repository tooling",MECHANICALLY INVENTORIED; INDEPENDENT REVIEW NOT ATTESTED,Latest tracked change a4f50023a25ac3ae6c48dbed00ac3a262ab4d439 (fix(ci): isolate Windows checkout and bounded Settings diagnostics); independent review not attested,"RETAIN in the current production, build, test, or release contract"
remediation-runs/2026-09-08-continuation/actions/34420745957/desktop-verification-desktop-linux-arm64/parlor/parlor/game-modes/whodunit/build/reports/tests/desktopTest/packages/com.parlor.games.whodunit.authority.html,repository,repository,repository-tooling-or-config,BUILD-TIME OR REPOSITORY-ONLY: not loaded by the app at runtime,"contributors, CI, release operators, or repository tooling",MECHANICALLY INVENTORIED; INDEPENDENT REVIEW NOT ATTESTED,Latest tracked change a4f50023a25ac3ae6c48dbed00ac3a262ab4d439 (fix(ci): isolate Windows checkout and bounded Settings diagnostics); independent review not attested,"RETAIN in the current production, build, test, or release contract"
remediation-runs/2026-09-08-continuation/actions/34420745957/desktop-verification-desktop-linux-arm64/parlor/parlor/game-modes/whodunit/build/reports/tests/desktopTest/packages/com.parlor.games.whodunit.content.html,repository,repository,repository-tooling-or-config,BUILD-TIME OR REPOSITORY-ONLY: not loaded by the app at runtime,"contributors, CI, release operators, or repository tooling",MECHANICALLY INVENTORIED; INDEPENDENT REVIEW NOT ATTESTED,Latest tracked change a4f50023a25ac3ae6c48dbed00ac3a262ab4d439 (fix(ci): isolate Windows checkout and bounded Settings diagnostics); independent review not attested,"RETAIN in the current production, build, test, or release contract"
remediation-runs/2026-09-08-continuation/actions/34420745957/desktop-verification-desktop-linux-arm64/parlor/parlor/game-modes/whodunit/build/reports/tests/desktopTest/packages/com.parlor.games.whodunit.domain.html,repository,repository,repository-tooling-or-config,BUILD-TIME OR REPOSITORY-ONLY: not loaded by the app at runtime,"contributors, CI, release operators, or repository tooling",MECHANICALLY INVENTORIED; INDEPENDENT REVIEW NOT ATTESTED,Latest tracked change a4f50023a25ac3ae6c48dbed00ac3a262ab4d439 (fix(ci): isolate Windows checkout and bounded Settings diagnostics); independent review not attested,"RETAIN in the current production, build, test, or release contract"
remediation-runs/2026-09-08-continuation/actions/34420745957/desktop-verification-desktop-linux-arm64/parlor/parlor/game-modes/whodunit/build/reports/tests/desktopTest/packages/com.parlor.games.whodunit.domain.rules.html,repository,repository,repository-tooling-or-config,BUILD-TIME OR REPOSITORY-ONLY: not loaded by the app at runtime,"contributors, CI, release operators, or repository tooling",MECHANICALLY INVENTORIED; INDEPENDENT REVIEW NOT ATTESTED,Latest tracked change a4f50023a25ac3ae6c48dbed00ac3a262ab4d439 (fix(ci): isolate Windows checkout and bounded Settings diagnostics); independent review not attested,"RETAIN in the current production, build, test, or release contract"
remediation-runs/2026-09-08-continuation/actions/34420745957/desktop-verification-desktop-linux-arm64/parlor/parlor/game-modes/whodunit/build/reports/tests/desktopTest/packages/com.parlor.games.whodunit.flow.html,repository,repository,repository-tooling-or-config,BUILD-TIME OR REPOSITORY-ONLY: not loaded by the app at runtime,"contributors, CI, release operators, or repository tooling",MECHANICALLY INVENTORIED; INDEPENDENT REVIEW NOT ATTESTED,Latest tracked change a4f50023a25ac3ae6c48dbed00ac3a262ab4d439 (fix(ci): isolate Windows checkout and bounded Settings diagnostics); independent review not attested,"RETAIN in the current production, build, test, or release contract"
remediation-runs/2026-09-08-continuation/actions/34420745957/desktop-verification-desktop-linux-arm64/parlor/parlor/game-modes/whodunit/build/reports/tests/desktopTest/packages/com.parlor.games.whodunit.html,repository,repository,repository-tooling-or-config,BUILD-TIME OR REPOSITORY-ONLY: not loaded by the app at runtime,"contributors, CI, release operators, or repository tooling",MECHANICALLY INVENTORIED; INDEPENDENT REVIEW NOT ATTESTED,Latest tracked change a4f50023a25ac3ae6c48dbed00ac3a262ab4d439 (fix(ci): isolate Windows checkout and bounded Settings diagnostics); independent review not attested,"RETAIN in the current production, build, test, or release contract"
remediation-runs/2026-09-08-continuation/actions/34420745957/desktop-verification-desktop-linux-arm64/parlor/parlor/game-modes/whodunit/build/reports/tests/desktopTest/packages/com.parlor.games.whodunit.layout.html,repository,repository,repository-tooling-or-config,BUILD-TIME OR REPOSITORY-ONLY: not loaded by the app at runtime,"contributors, CI, release operators, or repository tooling",MECHANICALLY INVENTORIED; INDEPENDENT REVIEW NOT ATTESTED,Latest tracked change a4f50023a25ac3ae6c48dbed00ac3a262ab4d439 (fix(ci): isolate Windows checkout and bounded Settings diagnostics); independent review not attested,"RETAIN in the current production, build, test, or release contract"
remediation-runs/2026-09-08-continuation/actions/34420745957/desktop-verification-desktop-linux-arm64/parlor/parlor/game-modes/whodunit/build/reports/tests/desktopTest/packages/com.parlor.games.whodunit.multidevice.html,repository,repository,repository-tooling-or-config,BUILD-TIME OR REPOSITORY-ONLY: not loaded by the app at runtime,"contributors, CI, release operators, or repository tooling",MECHANICALLY INVENTORIED; INDEPENDENT REVIEW NOT ATTESTED,Latest tracked change a4f50023a25ac3ae6c48dbed00ac3a262ab4d439 (fix(ci): isolate Windows checkout and bounded Settings diagnostics); independent review not attested,"RETAIN in the current production, build, test, or release contract"
remediation-runs/2026-09-08-continuation/actions/34420745957/desktop-verification-desktop-linux-arm64/parlor/parlor/game-modes/whodunit/build/reports/tests/desktopTest/packages/com.parlor.games.whodunit.projection.html,repository,repository,repository-tooling-or-config,BUILD-TIME OR REPOSITORY-ONLY: not loaded by the app at runtime,"contributors, CI, release operators, or repository tooling",MECHANICALLY INVENTORIED; INDEPENDENT REVIEW NOT ATTESTED,Latest tracked change a4f50023a25ac3ae6c48dbed00ac3a262ab4d439 (fix(ci): isolate Windows checkout and bounded Settings diagnostics); independent review not attested,"RETAIN in the current production, build, test, or release contract"
remediation-runs/2026-09-08-continuation/actions/34420745957/desktop-verification-desktop-linux-arm64/parlor/parlor/game-modes/whodunit/build/reports/tests/desktopTest/packages/com.parlor.games.whodunit.snapshot.html,repository,repository,repository-tooling-or-config,BUILD-TIME OR REPOSITORY-ONLY: not loaded by the app at runtime,"contributors, CI, release operators, or repository tooling",MECHANICALLY INVENTORIED; INDEPENDENT REVIEW NOT ATTESTED,Latest tracked change a4f50023a25ac3ae6c48dbed00ac3a262ab4d439 (fix(ci): isolate Windows checkout and bounded Settings diagnostics); independent review not attested,"RETAIN in the current production, build, test, or release contract"
remediation-runs/2026-09-08-continuation/actions/34420745957/desktop-verification-desktop-linux-arm64/parlor/parlor/game-modes/whodunit/build/reports/tests/desktopTest/packages/com.parlor.games.whodunit.ui.components.html,repository,repository,repository-tooling-or-config,BUILD-TIME OR REPOSITORY-ONLY: not loaded by the app at runtime,"contributors, CI, release operators, or repository tooling",MECHANICALLY INVENTORIED; INDEPENDENT REVIEW NOT ATTESTED,Latest tracked change a4f50023a25ac3ae6c48dbed00ac3a262ab4d439 (fix(ci): isolate Windows checkout and bounded Settings diagnostics); independent review not attested,"RETAIN in the current production, build, test, or release contract"
remediation-runs/2026-09-08-continuation/actions/34420745957/desktop-verification-desktop-linux-arm64/parlor/parlor/game-modes/whodunit/build/reports/tests/desktopTest/packages/com.parlor.games.whodunit.ui.flow.html,repository,repository,repository-tooling-or-config,BUILD-TIME OR REPOSITORY-ONLY: not loaded by the app at runtime,"contributors, CI, release operators, or repository tooling",MECHANICALLY INVENTORIED; INDEPENDENT REVIEW NOT ATTESTED,Latest tracked change a4f50023a25ac3ae6c48dbed00ac3a262ab4d439 (fix(ci): isolate Windows checkout and bounded Settings diagnostics); independent review not attested,"RETAIN in the current production, build, test, or release contract"
remediation-runs/2026-09-08-continuation/actions/34420745957/desktop-verification-desktop-linux-arm64/parlor/parlor/game-modes/whodunit/build/reports/tests/desktopTest/packages/com.parlor.games.whodunit.ui.flow.multiplayer.html,repository,repository,repository-tooling-or-config,BUILD-TIME OR REPOSITORY-ONLY: not loaded by the app at runtime,"contributors, CI, release operators, or repository tooling",MECHANICALLY INVENTORIED; INDEPENDENT REVIEW NOT ATTESTED,Latest tracked change a4f50023a25ac3ae6c48dbed00ac3a262ab4d439 (fix(ci): isolate Windows checkout and bounded Settings diagnostics); independent review not attested,"RETAIN in the current production, build, test, or release contract"
remediation-runs/2026-09-08-continuation/actions/34420745957/desktop-verification-desktop-linux-arm64/parlor/parlor/game-modes/whodunit/build/reports/tests/desktopTest/packages/com.parlor.games.whodunit.ui.html,repository,repository,repository-tooling-or-config,BUILD-TIME OR REPOSITORY-ONLY: not loaded by the app at runtime,"contributors, CI, release operators, or repository tooling",MECHANICALLY INVENTORIED; INDEPENDENT REVIEW NOT ATTESTED,Latest tracked change a4f50023a25ac3ae6c48dbed00ac3a262ab4d439 (fix(ci): isolate Windows checkout and bounded Settings diagnostics); independent review not attested,"RETAIN in the current production, build, test, or release contract"
remediation-runs/2026-09-08-continuation/actions/34420745957/desktop-verification-desktop-linux-arm64/parlor/parlor/game-modes/whodunit/build/reports/tests/desktopTest/packages/com.parlor.games.whodunit.ui.screens.setup.html,repository,repository,repository-tooling-or-config,BUILD-TIME OR REPOSITORY-ONLY: not loaded by the app at runtime,"contributors, CI, release operators, or repository tooling",MECHANICALLY INVENTORIED; INDEPENDENT REVIEW NOT ATTESTED,Latest tracked change a4f50023a25ac3ae6c48dbed00ac3a262ab4d439 (fix(ci): isolate Windows checkout and bounded Settings diagnostics); independent review not attested,"RETAIN in the current production, build, test, or release contract"
remediation-runs/2026-09-08-continuation/actions/34420745957/desktop-verification-desktop-linux-arm64/parlor/parlor/game-modes/whodunit/build/test-results/desktopTest/TEST-com.parlor.games.whodunit.WhodunitPlayModePolicyTest.xml,repository,repository,repository-tooling-or-config,BUILD-TIME OR REPOSITORY-ONLY: not loaded by the app at runtime,"contributors, CI, release operators, or repository tooling",MECHANICALLY INVENTORIED; INDEPENDENT REVIEW NOT ATTESTED,Latest tracked change a4f50023a25ac3ae6c48dbed00ac3a262ab4d439 (fix(ci): isolate Windows checkout and bounded Settings diagnostics); independent review not attested,"RETAIN in the current production, build, test, or release contract"
